"","week","treatment_id","experiment","click_sum","week_fac","prob_based","exp_factor","click_ind","country"
"2378",1,2,4,0,"week  1","no_prob","4",0,"US"
"23911",1,3,4,0,"week  1","no_prob","4",0,"US"
"24210",1,4,4,0,"week  1","prob_email","4",0,"US"
"24416",1,7,4,72,"week  1","rel_prob_email","4",1,"US"
"25015",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"25110",1,4,4,0,"week  1","prob_email","4",0,"US"
"25213",1,3,4,215,"week  1","no_prob","4",1,"US"
"2576",1,3,4,0,"week  1","no_prob","4",0,"US"
"25812",1,1,4,0,"week  1","no_email","4",0,"US"
"26211",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"26411",1,1,4,0,"week  1","no_email","4",0,"US"
"27315",1,6,4,132,"week  1","rel_prob_email","4",1,"US"
"27414",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"27614",1,2,4,155,"week  1","no_prob","4",1,"US"
"27714",1,5,4,0,"week  1","prob_email","4",0,"US"
"28316",1,7,4,240,"week  1","rel_prob_email","4",1,"US"
"29014",1,4,4,0,"week  1","prob_email","4",0,"US"
"29113",1,4,4,0,"week  1","prob_email","4",0,"US"
"29310",1,2,4,0,"week  1","no_prob","4",0,"US"
"29410",1,7,4,434,"week  1","rel_prob_email","4",1,"US"
"29910",1,1,4,0,"week  1","no_email","4",0,"US"
"30013",1,5,4,0,"week  1","prob_email","4",0,"US"
"30414",1,2,4,8,"week  1","no_prob","4",1,"US"
"30512",1,6,4,8,"week  1","rel_prob_email","4",1,"US"
"30610",1,7,4,138,"week  1","rel_prob_email","4",1,"US"
"30710",1,3,4,220,"week  1","no_prob","4",1,"US"
"30910",1,1,4,136,"week  1","no_email","4",1,"US"
"31513",1,4,4,0,"week  1","prob_email","4",0,"US"
"31812",1,1,4,22,"week  1","no_email","4",1,"US"
"32314",1,4,4,0,"week  1","prob_email","4",0,"US"
"32516",1,2,4,0,"week  1","no_prob","4",0,"US"
"32610",1,7,4,116,"week  1","rel_prob_email","4",1,"US"
"32710",1,3,4,0,"week  1","no_prob","4",0,"US"
"33013",1,5,4,220,"week  1","prob_email","4",1,"US"
"33210",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"33310",1,3,4,196,"week  1","no_prob","4",1,"US"
"33713",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"34210",1,3,4,0,"week  1","no_prob","4",0,"US"
"3438",1,1,4,0,"week  1","no_email","4",0,"US"
"34710",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"35011",1,1,4,0,"week  1","no_email","4",0,"US"
"35210",1,4,4,0,"week  1","prob_email","4",0,"US"
"35510",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"35613",1,7,4,4,"week  1","rel_prob_email","4",1,"US"
"35913",1,2,4,0,"week  1","no_prob","4",0,"US"
"36410",1,3,4,0,"week  1","no_prob","4",0,"US"
"36614",1,3,4,0,"week  1","no_prob","4",0,"US"
"3714",1,2,4,0,"week  1","no_prob","4",0,"US"
"37713",1,1,4,0,"week  1","no_email","4",0,"US"
"37912",1,1,4,0,"week  1","no_email","4",0,"US"
"38110",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"38212",1,5,4,0,"week  1","prob_email","4",0,"US"
"38310",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"38410",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"38512",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"38710",1,1,4,460,"week  1","no_email","4",1,"US"
"39010",1,2,4,0,"week  1","no_prob","4",0,"US"
"39113",1,4,4,286,"week  1","prob_email","4",1,"US"
"39313",1,4,4,0,"week  1","prob_email","4",0,"US"
"39510",1,5,4,188,"week  1","prob_email","4",1,"US"
"400",1,3,4,0,"week  1","no_prob","4",0,"US"
"40310",1,5,4,148,"week  1","prob_email","4",1,"US"
"40810",1,4,4,24,"week  1","prob_email","4",1,"US"
"4105",1,4,4,0,"week  1","prob_email","4",0,"US"
"4147",1,1,4,16,"week  1","no_email","4",1,"US"
"4173",1,1,4,0,"week  1","no_email","4",0,"US"
"4245",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"4251",1,3,4,0,"week  1","no_prob","4",0,"US"
"4284",1,3,4,8,"week  1","no_prob","4",1,"US"
"4354",1,2,4,0,"week  1","no_prob","4",0,"US"
"441",1,2,4,164,"week  1","no_prob","4",1,"US"
"4423",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"4442",1,4,4,223,"week  1","prob_email","4",1,"US"
"4472",1,4,4,0,"week  1","prob_email","4",0,"US"
"4484",1,1,4,0,"week  1","no_email","4",0,"US"
"4494",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"4542",1,7,4,311,"week  1","rel_prob_email","4",1,"US"
"4552",1,6,4,264,"week  1","rel_prob_email","4",1,"US"
"4562",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"457",1,2,4,0,"week  1","no_prob","4",0,"US"
"4593",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"4712",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"4742",1,4,4,0,"week  1","prob_email","4",0,"US"
"4772",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"4813",1,4,4,0,"week  1","prob_email","4",0,"US"
"4822",1,4,4,12,"week  1","prob_email","4",1,"US"
"4844",1,2,4,0,"week  1","no_prob","4",0,"US"
"4864",1,2,4,236,"week  1","no_prob","4",1,"US"
"4871",1,1,4,282,"week  1","no_email","4",1,"US"
"4943",1,4,4,107,"week  1","prob_email","4",1,"US"
"4962",1,5,4,241,"week  1","prob_email","4",1,"US"
"5024",1,3,4,0,"week  1","no_prob","4",0,"US"
"5041",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"5051",1,5,4,0,"week  1","prob_email","4",0,"US"
"5062",1,3,4,0,"week  1","no_prob","4",0,"US"
"5071",1,2,4,96,"week  1","no_prob","4",1,"US"
"5152",1,3,4,0,"week  1","no_prob","4",0,"US"
"5162",1,4,4,54,"week  1","prob_email","4",1,"US"
"5181",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"5193",1,2,4,0,"week  1","no_prob","4",0,"US"
"5282",1,3,4,0,"week  1","no_prob","4",0,"US"
"5302",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"5354",1,3,4,0,"week  1","no_prob","4",0,"US"
"5371",1,3,4,72,"week  1","no_prob","4",1,"US"
"5413",1,4,4,0,"week  1","prob_email","4",0,"US"
"5431",1,6,4,48,"week  1","rel_prob_email","4",1,"US"
"5451",1,1,4,0,"week  1","no_email","4",0,"US"
"5483",1,2,4,0,"week  1","no_prob","4",0,"US"
"5503",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"5513",1,4,4,437,"week  1","prob_email","4",1,"US"
"5532",1,7,4,420,"week  1","rel_prob_email","4",1,"US"
"5601",1,3,4,0,"week  1","no_prob","4",0,"US"
"5614",1,4,4,0,"week  1","prob_email","4",0,"US"
"5664",1,4,4,204,"week  1","prob_email","4",1,"US"
"5682",1,3,4,86,"week  1","no_prob","4",1,"US"
"5695",1,7,4,185,"week  1","rel_prob_email","4",1,"US"
"576",1,3,4,92,"week  1","no_prob","4",1,"US"
"5773",1,7,4,116,"week  1","rel_prob_email","4",1,"US"
"5783",1,6,4,5,"week  1","rel_prob_email","4",1,"US"
"5813",1,5,4,0,"week  1","prob_email","4",0,"US"
"5833",1,7,4,86,"week  1","rel_prob_email","4",1,"US"
"5953",1,2,4,0,"week  1","no_prob","4",0,"US"
"6014",1,7,4,60,"week  1","rel_prob_email","4",1,"US"
"6072",1,7,4,88,"week  1","rel_prob_email","4",1,"US"
"6102",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"6124",1,4,4,0,"week  1","prob_email","4",0,"US"
"6144",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"6151",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"6164",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"6172",1,3,4,364,"week  1","no_prob","4",1,"US"
"6183",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"6193",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"6223",1,7,4,12,"week  1","rel_prob_email","4",1,"US"
"6263",1,3,4,48,"week  1","no_prob","4",1,"US"
"6323",1,3,4,4,"week  1","no_prob","4",1,"US"
"6423",1,1,4,0,"week  1","no_email","4",0,"US"
"6462",1,2,4,8,"week  1","no_prob","4",1,"US"
"6494",1,2,4,0,"week  1","no_prob","4",0,"US"
"6503",1,4,4,0,"week  1","prob_email","4",0,"US"
"6554",1,2,4,128,"week  1","no_prob","4",1,"US"
"6583",1,2,4,0,"week  1","no_prob","4",0,"US"
"6684",1,3,4,43,"week  1","no_prob","4",1,"US"
"6713",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"6764",1,6,4,4,"week  1","rel_prob_email","4",1,"US"
"6773",1,5,4,0,"week  1","prob_email","4",0,"US"
"6782",1,3,4,0,"week  1","no_prob","4",0,"US"
"6824",1,4,4,56,"week  1","prob_email","4",1,"US"
"6924",1,1,4,94,"week  1","no_email","4",1,"US"
"6945",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"7042",1,5,4,200,"week  1","prob_email","4",1,"US"
"7072",1,4,4,0,"week  1","prob_email","4",0,"US"
"7095",1,3,4,0,"week  1","no_prob","4",0,"US"
"7103",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"7143",1,6,4,4,"week  1","rel_prob_email","4",1,"US"
"7184",1,1,4,0,"week  1","no_email","4",0,"US"
"7205",1,6,4,60,"week  1","rel_prob_email","4",1,"US"
"7235",1,2,4,0,"week  1","no_prob","4",0,"US"
"7241",1,3,4,24,"week  1","no_prob","4",1,"US"
"7256",1,1,4,0,"week  1","no_email","4",0,"US"
"7274",1,1,4,138,"week  1","no_email","4",1,"US"
"7292",1,3,4,0,"week  1","no_prob","4",0,"US"
"7303",1,4,4,176,"week  1","prob_email","4",1,"US"
"7331",1,4,4,256,"week  1","prob_email","4",1,"US"
"7364",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"7401",1,1,4,72,"week  1","no_email","4",1,"US"
"7431",1,5,4,0,"week  1","prob_email","4",0,"US"
"7451",1,5,4,0,"week  1","prob_email","4",0,"US"
"7462",1,2,4,356,"week  1","no_prob","4",1,"US"
"7493",1,3,4,0,"week  1","no_prob","4",0,"US"
"7522",1,5,4,60,"week  1","prob_email","4",1,"US"
"7534",1,2,4,54,"week  1","no_prob","4",1,"US"
"754",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"7553",1,4,4,323,"week  1","prob_email","4",1,"US"
"7562",1,2,4,0,"week  1","no_prob","4",0,"US"
"7587",1,3,4,0,"week  1","no_prob","4",0,"US"
"7593",1,2,4,0,"week  1","no_prob","4",0,"US"
"7602",1,6,4,36,"week  1","rel_prob_email","4",1,"US"
"7643",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"7651",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"7682",1,4,4,20,"week  1","prob_email","4",1,"US"
"7732",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"7752",1,4,4,0,"week  1","prob_email","4",0,"US"
"7784",1,2,4,0,"week  1","no_prob","4",0,"US"
"7795",1,4,4,0,"week  1","prob_email","4",0,"US"
"7814",1,4,4,156,"week  1","prob_email","4",1,"US"
"7833",1,3,4,4,"week  1","no_prob","4",1,"US"
"7851",1,5,4,8,"week  1","prob_email","4",1,"US"
"7864",1,3,4,77,"week  1","no_prob","4",1,"US"
"790",1,5,4,0,"week  1","prob_email","4",0,"US"
"7916",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"7933",1,1,4,0,"week  1","no_email","4",0,"US"
"7941",1,4,4,0,"week  1","prob_email","4",0,"US"
"7952",1,2,4,0,"week  1","no_prob","4",0,"US"
"7966",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"7985",1,4,4,554,"week  1","prob_email","4",1,"US"
"8032",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"8073",1,2,4,8,"week  1","no_prob","4",1,"US"
"8082",1,3,4,0,"week  1","no_prob","4",0,"US"
"8101",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"8124",1,1,4,0,"week  1","no_email","4",0,"US"
"8145",1,5,4,0,"week  1","prob_email","4",0,"US"
"8233",1,4,4,0,"week  1","prob_email","4",0,"US"
"8272",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"8302",1,5,4,0,"week  1","prob_email","4",0,"US"
"8313",1,2,4,0,"week  1","no_prob","4",0,"US"
"8336",1,5,4,148,"week  1","prob_email","4",1,"US"
"8353",1,5,4,4,"week  1","prob_email","4",1,"US"
"8422",1,4,4,0,"week  1","prob_email","4",0,"US"
"8473",1,2,4,206,"week  1","no_prob","4",1,"US"
"8482",1,3,4,254,"week  1","no_prob","4",1,"US"
"8493",1,5,4,0,"week  1","prob_email","4",0,"US"
"8592",1,4,4,0,"week  1","prob_email","4",0,"US"
"8601",1,2,4,0,"week  1","no_prob","4",0,"US"
"8623",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"8641",1,1,4,0,"week  1","no_email","4",0,"US"
"8672",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"8712",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"8774",1,6,4,44,"week  1","rel_prob_email","4",1,"US"
"8781",1,3,4,0,"week  1","no_prob","4",0,"US"
"8791",1,1,4,0,"week  1","no_email","4",0,"US"
"8815",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"8852",1,5,4,68,"week  1","prob_email","4",1,"US"
"8861",1,4,4,20,"week  1","prob_email","4",1,"US"
"8942",1,3,4,0,"week  1","no_prob","4",0,"US"
"8972",1,5,4,226,"week  1","prob_email","4",1,"US"
"8992",1,4,4,0,"week  1","prob_email","4",0,"US"
"9022",1,1,4,10,"week  1","no_email","4",1,"US"
"9033",1,4,4,0,"week  1","prob_email","4",0,"US"
"9043",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"9101",1,5,4,205,"week  1","prob_email","4",1,"US"
"9193",1,5,4,29,"week  1","prob_email","4",1,"US"
"9253",1,5,4,4,"week  1","prob_email","4",1,"US"
"9282",1,2,4,0,"week  1","no_prob","4",0,"US"
"9343",1,3,4,0,"week  1","no_prob","4",0,"US"
"9354",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"9361",1,4,4,0,"week  1","prob_email","4",0,"US"
"9382",1,2,4,64,"week  1","no_prob","4",1,"US"
"9432",1,1,4,177,"week  1","no_email","4",1,"US"
"9454",1,6,4,296,"week  1","rel_prob_email","4",1,"US"
"9483",1,3,4,0,"week  1","no_prob","4",0,"US"
"9501",1,5,4,0,"week  1","prob_email","4",0,"US"
"9542",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"9562",1,2,4,86,"week  1","no_prob","4",1,"US"
"9605",1,2,4,64,"week  1","no_prob","4",1,"US"
"9641",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"9661",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"9686",1,2,4,16,"week  1","no_prob","4",1,"US"
"9694",1,3,4,0,"week  1","no_prob","4",0,"US"
"9721",1,1,4,152,"week  1","no_email","4",1,"US"
"9782",1,1,4,0,"week  1","no_email","4",0,"US"
"9874",1,5,4,0,"week  1","prob_email","4",0,"US"
"9882",1,5,4,0,"week  1","prob_email","4",0,"US"
"9893",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"9902",1,1,4,0,"week  1","no_email","4",0,"US"
"9914",1,2,4,0,"week  1","no_prob","4",0,"US"
"9975",1,1,4,0,"week  1","no_email","4",0,"US"
"9983",1,5,4,0,"week  1","prob_email","4",0,"US"
"10034",1,7,4,32,"week  1","rel_prob_email","4",1,"US"
"10053",1,7,4,116,"week  1","rel_prob_email","4",1,"US"
"10072",1,5,4,0,"week  1","prob_email","4",0,"US"
"10081",1,1,4,24,"week  1","no_email","4",1,"US"
"10122",1,1,4,87,"week  1","no_email","4",1,"US"
"10134",1,2,4,0,"week  1","no_prob","4",0,"US"
"10143",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"10161",1,7,4,43,"week  1","rel_prob_email","4",1,"US"
"10243",1,2,4,308,"week  1","no_prob","4",1,"US"
"10254",1,2,4,0,"week  1","no_prob","4",0,"US"
"10263",1,5,4,0,"week  1","prob_email","4",0,"US"
"10272",1,4,4,0,"week  1","prob_email","4",0,"US"
"10283",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"10293",1,5,4,12,"week  1","prob_email","4",1,"US"
"10315",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"10323",1,2,4,0,"week  1","no_prob","4",0,"US"
"10362",1,2,4,0,"week  1","no_prob","4",0,"US"
"10371",1,3,4,0,"week  1","no_prob","4",0,"US"
"10383",1,1,4,0,"week  1","no_email","4",0,"US"
"10412",1,5,4,0,"week  1","prob_email","4",0,"US"
"10443",1,4,4,0,"week  1","prob_email","4",0,"US"
"10461",1,1,4,196,"week  1","no_email","4",1,"US"
"10474",1,5,4,0,"week  1","prob_email","4",0,"US"
"10512",1,6,4,316,"week  1","rel_prob_email","4",1,"US"
"10532",1,5,4,0,"week  1","prob_email","4",0,"US"
"10551",1,1,4,0,"week  1","no_email","4",0,"US"
"10566",1,3,4,176,"week  1","no_prob","4",1,"US"
"10574",1,1,4,0,"week  1","no_email","4",0,"US"
"10712",1,1,4,0,"week  1","no_email","4",0,"US"
"10744",1,3,4,0,"week  1","no_prob","4",0,"US"
"10762",1,1,4,64,"week  1","no_email","4",1,"US"
"10781",1,2,4,0,"week  1","no_prob","4",0,"US"
"10795",1,2,4,88,"week  1","no_prob","4",1,"US"
"10822",1,5,4,0,"week  1","prob_email","4",0,"US"
"10883",1,4,4,0,"week  1","prob_email","4",0,"US"
"10904",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"10924",1,1,4,0,"week  1","no_email","4",0,"US"
"10942",1,6,4,128,"week  1","rel_prob_email","4",1,"US"
"10952",1,4,4,0,"week  1","prob_email","4",0,"US"
"10962",1,5,4,0,"week  1","prob_email","4",0,"US"
"11034",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"11052",1,4,4,0,"week  1","prob_email","4",0,"US"
"11132",1,5,4,72,"week  1","prob_email","4",1,"US"
"11143",1,5,4,0,"week  1","prob_email","4",0,"US"
"11192",1,5,4,0,"week  1","prob_email","4",0,"US"
"11204",1,1,4,0,"week  1","no_email","4",0,"US"
"11213",1,2,4,0,"week  1","no_prob","4",0,"US"
"11225",1,6,4,208,"week  1","rel_prob_email","4",1,"US"
"11231",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"11246",1,2,4,16,"week  1","no_prob","4",1,"US"
"11272",1,6,4,100,"week  1","rel_prob_email","4",1,"US"
"11282",1,5,4,68,"week  1","prob_email","4",1,"US"
"11314",1,4,4,0,"week  1","prob_email","4",0,"US"
"11374",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"11391",1,4,4,92,"week  1","prob_email","4",1,"US"
"11414",1,4,4,0,"week  1","prob_email","4",0,"US"
"11442",1,4,4,0,"week  1","prob_email","4",0,"US"
"11462",1,2,4,0,"week  1","no_prob","4",0,"US"
"11473",1,4,4,0,"week  1","prob_email","4",0,"US"
"11492",1,1,4,551,"week  1","no_email","4",1,"US"
"11501",1,1,4,364,"week  1","no_email","4",1,"US"
"11603",1,7,4,172,"week  1","rel_prob_email","4",1,"US"
"11623",1,7,4,4,"week  1","rel_prob_email","4",1,"US"
"11682",1,4,4,0,"week  1","prob_email","4",0,"US"
"11691",1,6,4,28,"week  1","rel_prob_email","4",1,"US"
"11732",1,5,4,412,"week  1","prob_email","4",1,"US"
"11743",1,4,4,0,"week  1","prob_email","4",0,"US"
"11774",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"11813",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"11821",1,2,4,54,"week  1","no_prob","4",1,"US"
"11862",1,3,4,4,"week  1","no_prob","4",1,"US"
"11894",1,2,4,199,"week  1","no_prob","4",1,"US"
"11902",1,2,4,104,"week  1","no_prob","4",1,"US"
"11981",1,2,4,0,"week  1","no_prob","4",0,"US"
"12011",1,4,4,404,"week  1","prob_email","4",1,"US"
"12021",1,5,4,169,"week  1","prob_email","4",1,"US"
"12054",1,4,4,1678,"week  1","prob_email","4",1,"US"
"12192",1,1,4,16,"week  1","no_email","4",1,"US"
"12234",1,4,4,216,"week  1","prob_email","4",1,"US"
"12263",1,5,4,24,"week  1","prob_email","4",1,"US"
"12272",1,1,4,0,"week  1","no_email","4",0,"US"
"12303",1,3,4,48,"week  1","no_prob","4",1,"US"
"12323",1,6,4,36,"week  1","rel_prob_email","4",1,"US"
"12332",1,1,4,68,"week  1","no_email","4",1,"US"
"12395",1,1,4,0,"week  1","no_email","4",0,"US"
"12503",1,7,4,52,"week  1","rel_prob_email","4",1,"US"
"12542",1,2,4,60,"week  1","no_prob","4",1,"US"
"12553",1,2,4,0,"week  1","no_prob","4",0,"US"
"12573",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"12623",1,2,4,0,"week  1","no_prob","4",0,"US"
"12633",1,4,4,32,"week  1","prob_email","4",1,"US"
"12642",1,2,4,0,"week  1","no_prob","4",0,"US"
"12681",1,4,4,0,"week  1","prob_email","4",0,"US"
"12703",1,3,4,52,"week  1","no_prob","4",1,"US"
"12764",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"12842",1,1,4,0,"week  1","no_email","4",0,"US"
"12864",1,2,4,0,"week  1","no_prob","4",0,"US"
"12894",1,2,4,85,"week  1","no_prob","4",1,"US"
"12931",1,1,4,0,"week  1","no_email","4",0,"US"
"12963",1,1,4,204,"week  1","no_email","4",1,"US"
"13112",1,3,4,0,"week  1","no_prob","4",0,"US"
"13282",1,2,4,0,"week  1","no_prob","4",0,"US"
"13331",1,4,4,0,"week  1","prob_email","4",0,"US"
"13372",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"13434",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"13462",1,4,4,0,"week  1","prob_email","4",0,"US"
"13503",1,5,4,0,"week  1","prob_email","4",0,"US"
"13542",1,4,4,0,"week  1","prob_email","4",0,"US"
"13561",1,3,4,0,"week  1","no_prob","4",0,"US"
"13605",1,4,4,228,"week  1","prob_email","4",1,"US"
"13637",1,2,4,20,"week  1","no_prob","4",1,"US"
"13683",1,1,4,0,"week  1","no_email","4",0,"US"
"13732",1,3,4,0,"week  1","no_prob","4",0,"US"
"13793",1,5,4,0,"week  1","prob_email","4",0,"US"
"13811",1,6,4,189,"week  1","rel_prob_email","4",1,"US"
"13821",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"13834",1,5,4,0,"week  1","prob_email","4",0,"US"
"13874",1,3,4,40,"week  1","no_prob","4",1,"US"
"13963",1,5,4,0,"week  1","prob_email","4",0,"US"
"14002",1,1,4,0,"week  1","no_email","4",0,"US"
"14011",1,7,4,315,"week  1","rel_prob_email","4",1,"US"
"14072",1,7,4,68,"week  1","rel_prob_email","4",1,"US"
"14122",1,5,4,0,"week  1","prob_email","4",0,"US"
"14134",1,1,4,12,"week  1","no_email","4",1,"US"
"14154",1,3,4,28,"week  1","no_prob","4",1,"US"
"14184",1,4,4,0,"week  1","prob_email","4",0,"US"
"14202",1,2,4,56,"week  1","no_prob","4",1,"US"
"14253",1,2,4,24,"week  1","no_prob","4",1,"US"
"14303",1,5,4,0,"week  1","prob_email","4",0,"US"
"14312",1,2,4,0,"week  1","no_prob","4",0,"US"
"14352",1,2,4,0,"week  1","no_prob","4",0,"US"
"14371",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"1445",1,3,4,0,"week  1","no_prob","4",0,"US"
"14463",1,2,4,0,"week  1","no_prob","4",0,"US"
"14472",1,4,4,4,"week  1","prob_email","4",1,"US"
"14483",1,2,4,0,"week  1","no_prob","4",0,"US"
"14493",1,2,4,0,"week  1","no_prob","4",0,"US"
"14561",1,1,4,0,"week  1","no_email","4",0,"US"
"14624",1,3,4,0,"week  1","no_prob","4",0,"US"
"14651",1,7,4,583,"week  1","rel_prob_email","4",1,"US"
"14671",1,6,4,8,"week  1","rel_prob_email","4",1,"US"
"14703",1,1,4,223,"week  1","no_email","4",1,"US"
"14741",1,5,4,0,"week  1","prob_email","4",0,"US"
"14753",1,3,4,0,"week  1","no_prob","4",0,"US"
"14761",1,1,4,44,"week  1","no_email","4",1,"US"
"14782",1,3,4,0,"week  1","no_prob","4",0,"US"
"14831",1,2,4,0,"week  1","no_prob","4",0,"US"
"14863",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"14882",1,2,4,0,"week  1","no_prob","4",0,"US"
"14902",1,2,4,24,"week  1","no_prob","4",1,"US"
"15072",1,5,4,0,"week  1","prob_email","4",0,"US"
"15082",1,3,4,0,"week  1","no_prob","4",0,"US"
"15115",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"15134",1,2,4,0,"week  1","no_prob","4",0,"US"
"15162",1,4,4,0,"week  1","prob_email","4",0,"US"
"15222",1,3,4,124,"week  1","no_prob","4",1,"US"
"15233",1,5,4,0,"week  1","prob_email","4",0,"US"
"15343",1,3,4,28,"week  1","no_prob","4",1,"US"
"15402",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"15441",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"15482",1,1,4,122,"week  1","no_email","4",1,"US"
"15521",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"15621",1,3,4,0,"week  1","no_prob","4",0,"US"
"15661",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"15674",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"15692",1,4,4,0,"week  1","prob_email","4",0,"US"
"15703",1,5,4,82,"week  1","prob_email","4",1,"US"
"15714",1,1,4,0,"week  1","no_email","4",0,"US"
"15733",1,6,4,8,"week  1","rel_prob_email","4",1,"US"
"15744",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"15753",1,3,4,0,"week  1","no_prob","4",0,"US"
"15772",1,4,4,0,"week  1","prob_email","4",0,"US"
"15783",1,1,4,4,"week  1","no_email","4",1,"US"
"15794",1,2,4,0,"week  1","no_prob","4",0,"US"
"15812",1,7,4,856,"week  1","rel_prob_email","4",1,"US"
"15823",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"15831",1,4,4,0,"week  1","prob_email","4",0,"US"
"15842",1,4,4,0,"week  1","prob_email","4",0,"US"
"15861",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"15943",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"15993",1,6,4,68,"week  1","rel_prob_email","4",1,"US"
"16055",1,5,4,0,"week  1","prob_email","4",0,"US"
"16073",1,5,4,8,"week  1","prob_email","4",1,"US"
"1608",1,2,4,24,"week  1","no_prob","4",1,"US"
"16093",1,4,4,251,"week  1","prob_email","4",1,"US"
"1610",1,2,4,8,"week  1","no_prob","4",1,"US"
"16133",1,3,4,0,"week  1","no_prob","4",0,"US"
"16151",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"16212",1,2,4,308,"week  1","no_prob","4",1,"US"
"16233",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
